d_antenna_zoom1,s1_spacing,R,z_R,z_new,w_new,w0_new
0.3,0.3096969696969697,0.5078468598611067,0.16713495632198042,0.1471663059427018,19.43691303640279,14.58776321773594
0.3,0.32272727272727275,0.5117291596472376,0.1696531662557,0.14486259956666245,19.32619771001247,14.69724872778189
0.3,0.3357575757575758,0.515629857860949,0.17219650534678008,0.14247269390029904,19.218128600741704,14.807005101394417
0.3,0.3487878787878788,0.5195487276442499,0.17476451292355466,0.13999514618135628,19.11287961845566,14.917006699423622
0.3,0.3618181818181818,0.5234855266674323,0.1773566882577861,0.13742851927562053,19.010628517922683,15.027226923590385
0.3,0.3748484848484849,0.5274399965562592,0.17997248935430768,0.13477138349785084,18.911556732199234,15.137638204499822
0.3,0.38787878787878793,0.5314118623022368,0.1826113317563777,0.13202231851952634,18.815849174577135,15.248211990557191
0.3,0.40090909090909094,0.5354008316556618,0.18527258737110666,0.1291799153643891,18.723694007368973,15.358918737863467
0.3,0.41393939393939394,0.5394065945011285,0.18795558331956944,0.1262427784925351,18.635282375987103,15.469727901170096
0.3,0.426969696969697,0.5434288222152018,0.1906596008164635,0.12320952797357015,18.55080810700399,15.580607925974578
0.3,0.44000000000000006,0.5474671670059709,0.1933838740844257,0.12007880174907908,18.470467369168897,15.691526241840728
0.3,0.45303030303030306,0.5515212612342,0.19612758930835794,0.11684925798436836,18.39445829670122,15.802449257029071
0.3,0.46606060606060606,0.5555907167158282,0.19888988363535595,0.11351957750913143,18.322980574585294,15.913342354524712
0.3,0.4790909090909091,0.5596751240055601,0.20166984422606268,0.11008846634634678,18.256234986054128,16.024169889551324
0.3,0.4921212121212122,0.5637740516613303,0.20446650736348904,0.10655465832835818,18.1944229229689,16.13489518866105
0.3,0.5051515151515151,0.5678870454894315,0.2072788576255554,0.10291691779869955,18.13774586037213,16.245480550491166
0.3,0.5181818181818182,0.5720136277701227,0.21010582712779863,0.09917404239781327,18.086404797108425,16.35588724827862
0.3,0.5312121212121212,0.5761532964635587,0.2129462948428698,0.09532486593037642,18.040599665059037,16.466075534224153
0.3,0.5442424242424243,0.5803055243959099,0.21579908600360273,0.09136826131148412,18.000528710212482,16.57600464579723
0.3,0.5572727272727274,0.5844697584255726,0.21866297159657613,0.08730314358845756,17.96638784947958,16.685632814072783
0.3,0.5703030303030303,0.5886454185894006,0.22153666795319285,0.0831284730345325,17.938370007840614,16.79491727418948
0.3,0.5833333333333334,0.5928318972289313,0.22441883644539223,0.07884325831015472,17.916664441066196,16.90381427801803
